author_name,text_title,event_id,start_page_event,end_page_event,page_event_number,line,narrative_status,conflict,harmony,partition,family_name,given_name,nickname,page_first_mentioned,gender,number,religion,relig_att_char,religious_conversion,vitality,cause_of_death,non-human,country_of_birth,presentmentioned,text_place_title,place_name,location_religion,relig_att_loc,geolocation,mentioned,location_name,location_country,short_description,wkt,locational_certainty,geometry,administrative_area,pub_year,gender_author,country_of_birth_author,author_birth_location,text_place_id,character_id,text_id,location_id,author_id,author_birth_id
"Sahni, Bhisham",Tamas,1284,100,100,1,Karim Khan returned just five minutes later.,NA,Religion,NA,NA,Singh,Harnam,NA,99,Male,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,Harnam Singh's shop in Tamas,Harnam Singh's shop,Sikh,Nominal,CREATED,TRUE,Rawalpindi,Pakistan,"Rawalpindi, colloquially known as Pindi, is the capital city of the Rawalpindi Division located in the Punjab province of Pakistan",POINT(73.062762 33.616531),1. High confidence,Point,7 Metropolitan Area,1974,Male,Pakistan,Rawalpindi,1285,141,34,33,32,33
"Sahni, Bhisham",Tamas,1284,100,100,1,Karim Khan returned just five minutes later.,NA,Religion,NA,NA,Harnam Singh's wife,Banto,NA,99,Female,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,Harnam Singh's shop in Tamas,Harnam Singh's shop,Sikh,Nominal,CREATED,TRUE,Rawalpindi,Pakistan,"Rawalpindi, colloquially known as Pindi, is the capital city of the Rawalpindi Division located in the Punjab province of Pakistan",POINT(73.062762 33.616531),1. High confidence,Point,7 Metropolitan Area,1974,Male,Pakistan,Rawalpindi,1285,656,34,33,32,33
"Sahni, Bhisham",Tamas,1284,100,100,1,Karim Khan returned just five minutes later.,NA,Religion,NA,NA,Khan,Karim,NA,60,Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,Harnam Singh's shop in Tamas,Harnam Singh's shop,Sikh,Nominal,CREATED,TRUE,Rawalpindi,Pakistan,"Rawalpindi, colloquially known as Pindi, is the capital city of the Rawalpindi Division located in the Punjab province of Pakistan",POINT(73.062762 33.616531),1. High confidence,Point,7 Metropolitan Area,1974,Male,Pakistan,Rawalpindi,1285,659,34,33,32,33
"Sahni, Bhisham",Tamas,1287,100,101,2,Just then they heard the far off sound of a beating drum,NA,NA,NA,NA,Singh,Harnam,NA,99,Male,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,Harnam Singh's shop in Tamas,Harnam Singh's shop,Sikh,Nominal,CREATED,TRUE,Rawalpindi,Pakistan,"Rawalpindi, colloquially known as Pindi, is the capital city of the Rawalpindi Division located in the Punjab province of Pakistan",POINT(73.062762 33.616531),1. High confidence,Point,7 Metropolitan Area,1974,Male,Pakistan,Rawalpindi,1285,141,34,33,32,33
"Sahni, Bhisham",Tamas,1287,100,101,2,Just then they heard the far off sound of a beating drum,NA,NA,NA,NA,Harnam Singh's wife,Banto,NA,99,Female,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,Harnam Singh's shop in Tamas,Harnam Singh's shop,Sikh,Nominal,CREATED,TRUE,Rawalpindi,Pakistan,"Rawalpindi, colloquially known as Pindi, is the capital city of the Rawalpindi Division located in the Punjab province of Pakistan",POINT(73.062762 33.616531),1. High confidence,Point,7 Metropolitan Area,1974,Male,Pakistan,Rawalpindi,1285,656,34,33,32,33
"Sahni, Bhisham",Tamas,1288,101,101,2,Banto and Harnam Singh came out and fixed the lock onto the shop,NA,NA,NA,NA,Singh,Harnam,NA,99,Male,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,Harnam Singh's shop in Tamas,Harnam Singh's shop,Sikh,Nominal,CREATED,TRUE,Rawalpindi,Pakistan,"Rawalpindi, colloquially known as Pindi, is the capital city of the Rawalpindi Division located in the Punjab province of Pakistan",POINT(73.062762 33.616531),1. High confidence,Point,7 Metropolitan Area,1974,Male,Pakistan,Rawalpindi,1285,141,34,33,32,33
"Sahni, Bhisham",Tamas,1288,101,101,2,Banto and Harnam Singh came out and fixed the lock onto the shop,NA,NA,NA,NA,Harnam Singh's wife,Banto,NA,99,Female,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,Harnam Singh's shop in Tamas,Harnam Singh's shop,Sikh,Nominal,CREATED,TRUE,Rawalpindi,Pakistan,"Rawalpindi, colloquially known as Pindi, is the capital city of the Rawalpindi Division located in the Punjab province of Pakistan",POINT(73.062762 33.616531),1. High confidence,Point,7 Metropolitan Area,1974,Male,Pakistan,Rawalpindi,1285,656,34,33,32,33
"Sahni, Bhisham",Tamas,1290,101,102,3,The rioters had reached the top of the hill overlooking Harnam Singh’s shop.,NA,Religion,NA,NA,Rioters,Unknown,NA,100,Male,Mob,Muslim,NA,NA,NA,NA,NA,NA,Present,Harnam Singh's shop in Tamas,Harnam Singh's shop,Sikh,Nominal,CREATED,TRUE,Rawalpindi,Pakistan,"Rawalpindi, colloquially known as Pindi, is the capital city of the Rawalpindi Division located in the Punjab province of Pakistan",POINT(73.062762 33.616531),1. High confidence,Point,7 Metropolitan Area,1974,Male,Pakistan,Rawalpindi,1285,1289,34,33,32,33
"Sahni, Bhisham",Tamas,1291,103,104,1,"Walls are good for hiding people, but there were no walls here",NA,NA,NA,NA,Singh,Harnam,NA,99,Male,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,Muridpur in Tamas,Muridpur,Muslim,Other-identified.Character other-attributed,CREATED,FALSE,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1179,141,34,1527,32,33
"Sahni, Bhisham",Tamas,1291,103,104,1,"Walls are good for hiding people, but there were no walls here",NA,NA,NA,NA,Harnam Singh's wife,Banto,NA,99,Female,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,Muridpur in Tamas,Muridpur,Muslim,Other-identified.Character other-attributed,CREATED,FALSE,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1179,656,34,1527,32,33
"Sahni, Bhisham",Tamas,1296,116,117,2,Harnam Singh had trouble climbing up,NA,Religion,NA,TRUE,Singh,Harnam,NA,99,Male,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Ehsan Ali's home, Muridpur in Tamas","Ehsan Ali's home, Muridpur",Muslim,Nominal,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1294,141,34,1527,32,33
"Sahni, Bhisham",Tamas,1296,116,117,2,Harnam Singh had trouble climbing up,NA,Religion,NA,TRUE,Harnam Singh's wife,Banto,NA,99,Female,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Ehsan Ali's home, Muridpur in Tamas","Ehsan Ali's home, Muridpur",Muslim,Nominal,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1294,656,34,1527,32,33
"Sahni, Bhisham",Tamas,1296,116,117,2,Harnam Singh had trouble climbing up,NA,Religion,NA,TRUE,Ali,Akran,NA,114,Female,Single,Muslim,Other-identified.Character other-attributed,NA,NA,NA,NA,NA,Present,"Ehsan Ali's home, Muridpur in Tamas","Ehsan Ali's home, Muridpur",Muslim,Nominal,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1294,90,34,1527,32,33
"Sahni, Bhisham",Tamas,1296,116,117,2,Harnam Singh had trouble climbing up,NA,Religion,NA,TRUE,Ali,Rajo,NA,114,Female,Single,Muslim,Self-identified,NA,NA,NA,NA,NA,Present,"Ehsan Ali's home, Muridpur in Tamas","Ehsan Ali's home, Muridpur",Muslim,Nominal,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1294,93,34,1527,32,33
"Sahni, Bhisham",Tamas,1297,117,117,2,Darkness fell again in the crawl space.,NA,Religion,NA,TRUE,Singh,Harnam,NA,99,Male,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Ehsan Ali's home, Muridpur in Tamas","Ehsan Ali's home, Muridpur",Muslim,Nominal,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1294,141,34,1527,32,33
"Sahni, Bhisham",Tamas,1297,117,117,2,Darkness fell again in the crawl space.,NA,Religion,NA,TRUE,Harnam Singh's wife,Banto,NA,99,Female,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Ehsan Ali's home, Muridpur in Tamas","Ehsan Ali's home, Muridpur",Muslim,Nominal,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1294,656,34,1527,32,33
"Sahni, Bhisham",Tamas,1297,117,117,2,Darkness fell again in the crawl space.,NA,Religion,NA,TRUE,Ali,Akran,NA,114,Female,Single,Muslim,Other-identified.Character other-attributed,NA,NA,NA,NA,NA,Present,"Ehsan Ali's home, Muridpur in Tamas","Ehsan Ali's home, Muridpur",Muslim,Nominal,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1294,90,34,1527,32,33
"Sahni, Bhisham",Tamas,1297,117,117,2,Darkness fell again in the crawl space.,NA,Religion,NA,TRUE,Akran Ali's friend,Unknown,NA,117,Female,Single,Muslim,Speculation,NA,NA,NA,NA,NA,Present,"Ehsan Ali's home, Muridpur in Tamas","Ehsan Ali's home, Muridpur",Muslim,Nominal,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1294,1299,34,1527,32,33
"Sahni, Bhisham",Tamas,1302,117,118,3,"A little while later, Akran’s father-in-law and Akran entered the courtyard carrying a large black trunk",NA,Religion,NA,TRUE,Singh,Harnam,NA,99,Male,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Ehsan Ali's home, Muridpur in Tamas","Ehsan Ali's home, Muridpur",Muslim,Nominal,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1294,141,34,1527,32,33
"Sahni, Bhisham",Tamas,1302,117,118,3,"A little while later, Akran’s father-in-law and Akran entered the courtyard carrying a large black trunk",NA,Religion,NA,TRUE,Harnam Singh's wife,Banto,NA,99,Female,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Ehsan Ali's home, Muridpur in Tamas","Ehsan Ali's home, Muridpur",Muslim,Nominal,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1294,656,34,1527,32,33
"Sahni, Bhisham",Tamas,1302,117,118,3,"A little while later, Akran’s father-in-law and Akran entered the courtyard carrying a large black trunk",NA,Religion,NA,TRUE,Ali,Akran,NA,114,Female,Single,Muslim,Other-identified.Character other-attributed,NA,NA,NA,NA,NA,Present,"Ehsan Ali's home, Muridpur in Tamas","Ehsan Ali's home, Muridpur",Muslim,Nominal,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1294,90,34,1527,32,33
"Sahni, Bhisham",Tamas,1302,117,118,3,"A little while later, Akran’s father-in-law and Akran entered the courtyard carrying a large black trunk",NA,Religion,NA,TRUE,Ali,Rajo,NA,114,Female,Single,Muslim,Self-identified,NA,NA,NA,NA,NA,Present,"Ehsan Ali's home, Muridpur in Tamas","Ehsan Ali's home, Muridpur",Muslim,Nominal,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1294,93,34,1527,32,33
"Sahni, Bhisham",Tamas,1302,117,118,3,"A little while later, Akran’s father-in-law and Akran entered the courtyard carrying a large black trunk",NA,Religion,NA,TRUE,Ali,Ehsan,NA,116,Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Ehsan Ali's home, Muridpur in Tamas","Ehsan Ali's home, Muridpur",Muslim,Nominal,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1294,96,34,1527,32,33
"Sahni, Bhisham",Tamas,1303,118,119,1,But then the same drama occurred that had taken place in the morning,NA,Religion,NA,TRUE,Singh,Harnam,NA,99,Male,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Ehsan Ali's home, Muridpur in Tamas","Ehsan Ali's home, Muridpur",Muslim,Nominal,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1294,141,34,1527,32,33
"Sahni, Bhisham",Tamas,1303,118,119,1,But then the same drama occurred that had taken place in the morning,NA,Religion,NA,TRUE,Harnam Singh's wife,Banto,NA,99,Female,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Ehsan Ali's home, Muridpur in Tamas","Ehsan Ali's home, Muridpur",Muslim,Nominal,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1294,656,34,1527,32,33
"Sahni, Bhisham",Tamas,1303,118,119,1,But then the same drama occurred that had taken place in the morning,NA,Religion,NA,TRUE,Ali,Rajo,NA,114,Female,Single,Muslim,Self-identified,NA,NA,NA,NA,NA,Present,"Ehsan Ali's home, Muridpur in Tamas","Ehsan Ali's home, Muridpur",Muslim,Nominal,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1294,93,34,1527,32,33
"Sahni, Bhisham",Tamas,1303,118,119,1,But then the same drama occurred that had taken place in the morning,NA,Religion,NA,TRUE,Ali,Ehsan,NA,116,Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Ehsan Ali's home, Muridpur in Tamas","Ehsan Ali's home, Muridpur",Muslim,Nominal,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1294,96,34,1527,32,33
"Sahni, Bhisham",Tamas,1304,119,119,1,They awoke to the sound of axe blows raining down upon their door,NA,Religion,NA,TRUE,Singh,Harnam,NA,99,Male,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Ehsan Ali's home, Muridpur in Tamas","Ehsan Ali's home, Muridpur",Muslim,Nominal,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1294,141,34,1527,32,33
"Sahni, Bhisham",Tamas,1304,119,119,1,They awoke to the sound of axe blows raining down upon their door,NA,Religion,NA,TRUE,Harnam Singh's wife,Banto,NA,99,Female,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Ehsan Ali's home, Muridpur in Tamas","Ehsan Ali's home, Muridpur",Muslim,Nominal,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1294,656,34,1527,32,33
"Sahni, Bhisham",Tamas,1304,119,119,1,They awoke to the sound of axe blows raining down upon their door,NA,Religion,NA,TRUE,Ali,Ramzan,NA,116,Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Ehsan Ali's home, Muridpur in Tamas","Ehsan Ali's home, Muridpur",Muslim,Nominal,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1294,91,34,1527,32,33
"Sahni, Bhisham",Tamas,1304,119,119,1,They awoke to the sound of axe blows raining down upon their door,NA,Religion,NA,TRUE,Ali,Akran,NA,114,Female,Single,Muslim,Other-identified.Character other-attributed,NA,NA,NA,NA,NA,Present,"Ehsan Ali's home, Muridpur in Tamas","Ehsan Ali's home, Muridpur",Muslim,Nominal,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1294,90,34,1527,32,33
"Sahni, Bhisham",Tamas,1304,119,119,1,They awoke to the sound of axe blows raining down upon their door,NA,Religion,NA,TRUE,Ali,Rajo,NA,114,Female,Single,Muslim,Self-identified,NA,NA,NA,NA,NA,Present,"Ehsan Ali's home, Muridpur in Tamas","Ehsan Ali's home, Muridpur",Muslim,Nominal,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1294,93,34,1527,32,33
"Sahni, Bhisham",Tamas,1305,120,120,1,It must have been around midnight when Rajo,NA,Religion,NA,TRUE,Singh,Harnam,NA,99,Male,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,Muridpur in Tamas,Muridpur,Muslim,Other-identified.Character other-attributed,CREATED,FALSE,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1179,141,34,1527,32,33
"Sahni, Bhisham",Tamas,1305,120,120,1,It must have been around midnight when Rajo,NA,Religion,NA,TRUE,Harnam Singh's wife,Banto,NA,99,Female,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,Muridpur in Tamas,Muridpur,Muslim,Other-identified.Character other-attributed,CREATED,FALSE,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1179,656,34,1527,32,33
"Sahni, Bhisham",Tamas,1305,120,120,1,It must have been around midnight when Rajo,NA,Religion,NA,TRUE,Ali,Rajo,NA,114,Female,Single,Muslim,Self-identified,NA,NA,NA,NA,NA,Present,Muridpur in Tamas,Muridpur,Muslim,Other-identified.Character other-attributed,CREATED,FALSE,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1179,93,34,1527,32,33
"Sahni, Bhisham",Tamas,1318,123,123,1,The conversion ceremony began at the home of,NA,Religion,NA,TRUE,Singh,Iqbal,NA,99,Male,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Home of Imam Deen the oilman, Muridpur in Tamas","Home of Imam Deen the oilman, Muridpur",Muslim,Definitional,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1320,657,34,1527,32,33
"Sahni, Bhisham",Tamas,1318,123,123,1,The conversion ceremony began at the home of,NA,Religion,NA,TRUE,Group of muslim men with Ramzan,Unknown,NA,121,Male,Group.Male-dominant,Muslim,Definitional,NA,NA,NA,NA,NA,Present,"Home of Imam Deen the oilman, Muridpur in Tamas","Home of Imam Deen the oilman, Muridpur",Muslim,Definitional,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1320,225,34,1527,32,33
"Sahni, Bhisham",Tamas,1318,123,123,1,The conversion ceremony began at the home of,NA,Religion,NA,TRUE,Deen,Noor,NA,121,Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Home of Imam Deen the oilman, Muridpur in Tamas","Home of Imam Deen the oilman, Muridpur",Muslim,Definitional,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1320,186,34,1527,32,33
"Sahni, Bhisham",Tamas,1318,123,123,1,The conversion ceremony began at the home of,NA,Religion,NA,TRUE,Village Barber,Unknown,NA,123,Male,Single,Muslim,Definitional,NA,NA,NA,NA,NA,Present,"Home of Imam Deen the oilman, Muridpur in Tamas","Home of Imam Deen the oilman, Muridpur",Muslim,Definitional,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1320,869,34,1527,32,33
"Sahni, Bhisham",Tamas,1318,123,123,1,The conversion ceremony began at the home of,NA,Religion,NA,TRUE,Mullah from the Mosque,Unknown,NA,123,Male,Single,Muslim,Definitional,NA,NA,NA,NA,NA,Present,"Home of Imam Deen the oilman, Muridpur in Tamas","Home of Imam Deen the oilman, Muridpur",Muslim,Definitional,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1320,1322,34,1527,32,33
"Sahni, Bhisham",Tamas,1318,123,123,1,The conversion ceremony began at the home of,NA,Religion,NA,TRUE,Village Elder,Unknown,NA,123,Male,Single,Muslim,Definitional,NA,NA,NA,NA,NA,Present,"Home of Imam Deen the oilman, Muridpur in Tamas","Home of Imam Deen the oilman, Muridpur",Muslim,Definitional,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1320,692,34,1527,32,33
"Sahni, Bhisham",Tamas,1325,123,124,3,The procession then returned to the home of Imam,NA,Religion,Religion,TRUE,Group of muslim men with Ramzan,Unknown,NA,121,Male,Group.Male-dominant,Muslim,Definitional,NA,NA,NA,NA,NA,Present,"Home of Imam Deen the oilman, Muridpur in Tamas","Home of Imam Deen the oilman, Muridpur",Muslim,Definitional,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1320,225,34,1527,32,33
"Sahni, Bhisham",Tamas,1325,123,124,3,The procession then returned to the home of Imam,NA,Religion,Religion,TRUE,Ali,Ramzan,NA,116,Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Home of Imam Deen the oilman, Muridpur in Tamas","Home of Imam Deen the oilman, Muridpur",Muslim,Definitional,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1320,91,34,1527,32,33
"Sahni, Bhisham",Tamas,1325,123,124,3,The procession then returned to the home of Imam,NA,Religion,Religion,TRUE,Singh,Iqbal,NA,99,Male,Single,Sikh,Nominal,NA,NA,NA,NA,NA,Present,"Home of Imam Deen the oilman, Muridpur in Tamas","Home of Imam Deen the oilman, Muridpur",Muslim,Definitional,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1320,657,34,1527,32,33
"Sahni, Bhisham",Tamas,1325,123,124,3,The procession then returned to the home of Imam,NA,Religion,Religion,TRUE,Village Elder,Unknown,NA,123,Male,Single,Muslim,Definitional,NA,NA,NA,NA,NA,Present,"Home of Imam Deen the oilman, Muridpur in Tamas","Home of Imam Deen the oilman, Muridpur",Muslim,Definitional,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1974,Male,Pakistan,Rawalpindi,1320,692,34,1527,32,33
"Hosain, Attia",Sunlight on a Broken Column,1395,166,166,1,I did not see Nita before she was,NA,NA,NA,FALSE,Hasan,Laila,NA,14,Female,Single,Muslim,NA,NA,NA,NA,NA,NA,Present,Hostel in Sunlight on a Broken Column,Hostel,Unaffiliated,NA,CREATED,NA,Hostel,India,NA,POINT(80.936027 26.863314),1. High confidence,NA,NA,1961,Female,India,Lucknow University,1396,317,25,3075,21,22
"Hosain, Attia",Sunlight on a Broken Column,1395,166,166,1,I did not see Nita before she was,NA,NA,NA,FALSE,Unknown,Romana,NA,159,Female,Single,Unknown,NA,NA,NA,NA,NA,NA,Present,Hostel in Sunlight on a Broken Column,Hostel,Unaffiliated,NA,CREATED,NA,Hostel,India,NA,POINT(80.936027 26.863314),1. High confidence,NA,NA,1961,Female,India,Lucknow University,1396,435,25,3075,21,22
"Hosain, Attia",Sunlight on a Broken Column,1395,166,166,1,I did not see Nita before she was,NA,NA,NA,FALSE,Davis,Joan,NA,126,Female,Single,Christian,Nominal,NA,NA,NA,NA,NA,Present,Hostel in Sunlight on a Broken Column,Hostel,Unaffiliated,NA,CREATED,NA,Hostel,India,NA,POINT(80.936027 26.863314),1. High confidence,NA,NA,1961,Female,India,Lucknow University,1396,434,25,3075,21,22
"Hosain, Attia",Sunlight on a Broken Column,1398,167,167,1,The problems created by the students had not,NA,NA,NA,FALSE,Raja of Bhimnagar,Unknown,NA,88,Male,Single,Unknown,NA,NA,NA,NA,NA,NA,Present,Hasanpur in Sunlight on a Broken Column,Hasanpur,NA,NA,CREATED,NA,Hasanpur,India,NA,POINT(78.284626 28.723749),1. High confidence,NA,NA,1961,Female,India,Lucknow University,2147,894,25,1453,21,22
"Hosain, Attia",Sunlight on a Broken Column,1398,167,167,1,The problems created by the students had not,NA,NA,NA,FALSE,Agarwal,Sita,NA,16,Female,Single,Hindu,Speculation,NA,NA,NA,NA,India,Present,Hasanpur in Sunlight on a Broken Column,Hasanpur,NA,NA,CREATED,NA,Hasanpur,India,NA,POINT(78.284626 28.723749),1. High confidence,NA,NA,1961,Female,India,Lucknow University,2147,325,25,1453,21,22
"Hosain, Attia",Sunlight on a Broken Column,1413,180,180,1,"Saleem stamped up the stairs into the room,",NA,NA,NA,FALSE,Hasan,Saleem,NA,87,Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Home of Imam Deen the oilman, Muridpur in Tamas","Home of Imam Deen the oilman, Muridpur",Muslim,Definitional,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1961,Female,India,Lucknow University,1320,913,25,1527,21,22
"Hosain, Attia",Sunlight on a Broken Column,1413,180,180,1,"Saleem stamped up the stairs into the room,",NA,NA,NA,FALSE,Hasan,Kemal,NA,172,Male,Single,Muslim,Nominal,NA,NA,NA,NA,NA,Present,"Home of Imam Deen the oilman, Muridpur in Tamas","Home of Imam Deen the oilman, Muridpur",Muslim,Definitional,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1961,Female,India,Lucknow University,1320,910,25,1527,21,22
"Hosain, Attia",Sunlight on a Broken Column,1413,180,180,1,"Saleem stamped up the stairs into the room,",NA,NA,NA,FALSE,Hasan,Laila,NA,14,Female,Single,Muslim,NA,NA,NA,NA,NA,NA,Present,"Home of Imam Deen the oilman, Muridpur in Tamas","Home of Imam Deen the oilman, Muridpur",Muslim,Definitional,CREATED,NA,Muridpur,India,NA,POINT(79.957745 26.33222),1. High confidence,NA,NA,1961,Female,India,Lucknow University,1320,317,25,1527,21,22
"Pritam, Amrita",Pinjar,1673,72,72,1,Hamida put on a grave face and sighed as the occasion demanded.,NA,NA,NA,NA,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Present,Rattoval in Pinjar,Rattoval,Unknown,Speculation,CREATED,NA,Rattoval Village,Pakistan,Neighboring village to Chatto Village,POINT(75.67175 30.745563),2. Probable location,Area,8 Municipal Corporation / Municipality / City Council,1950,Female,Pakistan,Mandi Bahauddin,559,248,37,281,35,36
"Pritam, Amrita",Pinjar,1678,73,73,2,drawing back the sleeve of her left arm and showing the tattooed letters,NA,NA,NA,NA,Sahukars,Pooro,NA,1,Female,Single,Hindu,Other-identified.Narrator other-attributed,Hindu to Muslim,NA,NA,NA,Pakistan,Present,Rattoval in Pinjar,Rattoval,Unknown,Speculation,CREATED,NA,Rattoval Village,Pakistan,Neighboring village to Chatto Village,POINT(75.67175 30.745563),2. Probable location,Area,8 Municipal Corporation / Municipality / City Council,1950,Female,Pakistan,Mandi Bahauddin,559,248,37,281,35,36
